birthDate;maritalStatusCode;sex;creliq;ocupacao;numeroDependentes;idade;credAberto;updateDateTime;companyCnpj;occupationCode;occupationDescription;frequency;amount;currency;date;amount;currency;year;availableAmount;availableAmountCurrency;blockedAmount;blockedAmountCurrency;automaticallyInvestedAmount;automaticallyInvestedAmountCurrency;contractNumber;ipocCode;productName;productType;productSubType;contractDate;disbursementDate;settlementDate;contractAmount;currency;dueDate;instalmentPeriodicity;instalmentPeriodicityAdditionalInfo;firstInstalmentDueDate;CET;amortizationScheduled;amortizationScheduledAdditionalInfo;taxType;interestRateType;taxPeriodicity;calculation;referentialRateIndexerType;referentialRateIndexerSubType;referentialRateIndexerAdditionalInfo;preFixedRate;postFixedRate;additionalInfo;feeName;feeCode;feeChargeType;feeCharge;feeAmount;feeRate;chargeType;chargeAdditionalInfo;chargeRate;
1988-02-17;SEPARADO_JUDICIALMENTE;MASCULINO;1;1;1;51;2;2022-04-02T08:01:16.968Z;48366335753500;OUTRO;01;TRIMESTRAL;1350.4742;BRL;2022-04-02T13:28:42.843Z;362529.6187;BRL;2019;70162510.4224;BRL;27016783.0232;BRL;35481612.9859;BRL;2415879934739;38531871485541555473451303581322763552749;Cartão de Crédito;FINANCIAMENTOS_RURAIS;COMERCIALIZACAO;2019-01-30;2022-03-30;2027-02-22;668644.4099;BRL;2028-07-14;SEMANAL;Informações adicionais sobre periodicidade;2018-11-16;0.2213;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;COMPOSTO;AA;30/365;INDICES_PRECOS;IPCC;Informações adicionais;0.8183;0.0157;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1985-07-07;SOLTEIRO;NAO_DISPONIVEL;1;1;2;43;12;2022-04-02T00:26:54.080Z;66324483862076;OUTRO;01;DIARIA;679.6016;BRL;2022-04-02T00:14:32.316Z;311201.7022;BRL;2020;3139964.2047;BRL;13600674.005;BRL;54245541.4603;BRL;3625861407152;28729960031969202127232916921530319958366;Cartão de crédito de loja;FINANCIAMENTOS_RURAIS;MICROCREDITO;2020-03-03;2025-01-16;2028-03-22;243639.9793;BRL;2029-07-28;SEM_PERIODICIDADE_REGULAR;Informações adicionais sobre periodicidade;2021-08-07;0.8043;PRICE;NA;NOMINAL;SIMPLES;AM;30/360;POS_FIXADO;IGPM;Informações adicionais;0.575;0.2701;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;13600674;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.7574;
1949-06-02;OUTRO;NAO_DISPONIVEL;1;0;4;28;19;2022-04-02T08:34:33.358Z;44724730623779;RECEITA_FEDERAL;01;OUTROS;1428.2691;BRL;2022-04-02T00:28:14.497Z;9318594.9587;BRL;2021;13774567.0173;BRL;28572525.9007;BRL;98838480.2066;BRL;1901644864294;80666411152008006951450280162312635984903;Crédito consignado;FINANCIAMENTOS_IMOBILIARIOS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2021-12-15;2027-07-17;2028-03-20;861392.2065;BRL;2028-06-30;QUINZENAL;Informações adicionais sobre periodicidade;2021-01-24;0.2419;SAC;NA;EFETIVA;SIMPLES;AA;30/365;OUTROS_INDEXADORES;OUTROS_INDEXADORES;Informações adicionais;0.7033;0.5068;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;28572525.9;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1989-01-13;SEPARADO_JUDICIALMENTE;MASCULINO;1;1;0;60;11;2022-04-02T14:23:52.241Z;20018276321849;OUTRO;01;TRIMESTRAL;4139.3616;BRL;2022-04-02T11:45:20.730Z;338451.2237;BRL;2018;47051127.1591;BRL;82788951.2462;BRL;11429500.9648;BRL;3656061027506;38286360484193451088730200658562668895949;Crédito para compras em parcelas ou prestações;FINANCIAMENTOS_IMOBILIARIOS;INDUSTRIALIZACAO;2021-04-24;2022-01-28;2026-10-06;695300.7421;BRL;2027-06-25;SEMESTRAL;Informações adicionais sobre periodicidade;2020-09-17;0.4025;PRICE;NA;NOMINAL;COMPOSTO;AM;21/252;POS_FIXADO;SEM_SUB_TIPO_INDEXADOR;Informações adicionais;0.634;0.4417;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.9336;
1950-06-10;OUTRO;FEMININO;1;1;3;75;4;2022-04-02T17:05:40.723Z;08814405515507;RECEITA_FEDERAL;01;OUTROS;3174.2982;BRL;2022-04-02T15:33:40.436Z;413048.6355;BRL;2017;6356618.1236;BRL;63489613.55;BRL;13346942.7595;BRL;8294989343631;94844600956120400467789830602401443723280;Crédito através de intermediários;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2018-07-14;2026-05-09;2026-08-22;421246.4186;BRL;2027-03-23;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2018-12-28;0.9725;SAM;NA;EFETIVA;SIMPLES;AM;21/252;SEM_TIPO_INDEXADOR;TR_TBF;Informações adicionais;0.3195;0.4558;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;63489613.55;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1965-11-15;CASADO;NAO_DISPONIVEL;0;1;1;24;1;2022-04-02T04:28:08.708Z;51168778730119;CBO;01;SEMANAL;4759.2654;BRL;2022-04-01T23:59:22.229Z;103211.7911;BRL;2021;29128696.141;BRL;95185788.117;BRL;16140065.8024;BRL;8105077963182;33057162271803057647500377866657992113859;Crédito imobiliário;FINANCIAMENTOS_IMOBILIARIOS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2021-10-22;2022-10-21;2024-01-31;53589.7285;BRL;2027-11-04;SEMESTRAL;Informações adicionais sobre periodicidade;2020-09-05;0.4381;PRICE;NA;NOMINAL;COMPOSTO;AA;21/252;FLUTUANTES;CDI;Informações adicionais;0.8376;0.0118;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1996-04-28;UNIAO_ESTAVEL;OUTRO;1;1;4;53;20;2022-04-02T08:39:42.552Z;51802065667293;OUTRO;01;ANUAL;2192.8774;BRL;2022-04-02T03:15:07.014Z;457330.5228;BRL;2019;36502564.0622;BRL;43863161.1448;BRL;50041285.3205;BRL;6595381651026;36297672446464459213698028173286705581630;Crédito pessoal;FINANCIAMENTOS_IMOBILIARIOS;FINANCIAMENTO_HABITACIONAL_SFH;2019-10-03;2023-11-18;2028-07-25;827062.0994;BRL;2029-03-23;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2019-12-01;0.8268;OUTROS;NA;NOMINAL;COMPOSTO;AA;30/365;PRE_FIXADO;TCR_POS;Informações adicionais;0.1856;0.1413;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1981-03-06;SEPARADO_JUDICIALMENTE;OUTRO;1;1;1;75;2;2022-04-02T06:13:57.490Z;78123836474393;OUTRO;01;TRIMESTRAL;2902.226;BRL;2022-04-02T07:37:13.278Z;272198.4191;BRL;2017;23762158.573;BRL;58048715.1277;BRL;76850819.2829;BRL;8165928802297;34950243831588524295229949631551383434832;Cartão de crédito de loja;FINANCIAMENTOS;INVESTIMENTO;2021-01-27;2024-11-04;2027-03-07;151720.7881;BRL;2029-02-11;ANUAL;Informações adicionais sobre periodicidade;2019-04-30;0.3792;PRICE;NA;EFETIVA;COMPOSTO;AA;30/365;SEM_TIPO_INDEXADOR;TCR_PRE;Informações adicionais;0.9464;0.2107;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;58048715.13;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1990-02-20;CASADO;OUTRO;1;1;0;31;19;2022-04-02T17:13:32.566Z;52772537274117;OUTRO;01;QUINZENAL;47980.6384;BRL;2022-04-02T06:34:22.346Z;319563.5133;BRL;2021;92406824.7843;BRL;45248252.5271;BRL;13401954.952;BRL;1917091775027;95667448908721559137511525715657858985802;Crédito direto ao consumidor;FINANCIAMENTOS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2018-07-15;2024-08-01;2025-01-15;164770.8122;BRL;2029-03-09;SEMANAL;Informações adicionais sobre periodicidade;2019-02-17;0.4079;PRICE;NA;EFETIVA;COMPOSTO;AM;30/360;CREDITO_RURAL;TCR_PRE;Informações adicionais;0.2809;0.5817;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.4524;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1962-08-23;DIVORCIADO;NAO_DISPONIVEL;1;1;0;63;9;2022-04-02T13:19:24.976Z;17873148736148;CBO;01;SEMESTRAL;619.4388;BRL;2022-04-01T22:34:16.770Z;196071.0508;BRL;2018;70997938.8366;BRL;12397537.3576;BRL;28632361.1632;BRL;8643106819090;32015151773814968853082052565433999628911;Cartão de Crédito;FINANCIAMENTOS_IMOBILIARIOS;AQUISICAO_BENS_VEICULOS_AUTOMOTORES;2018-07-01;2021-03-20;2024-04-08;191363.9785;BRL;2025-10-17;SEMANAL;Informações adicionais sobre periodicidade;2021-08-23;0.9621;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AA;30/365;SEM_TIPO_INDEXADOR;IGPM;Informações adicionais;0.5164;0.1377;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1951-03-28;OUTRO;NAO_DISPONIVEL;1;1;1;74;15;2022-04-02T10:37:06.962Z;81587337703573;RECEITA_FEDERAL;01;OUTROS;4709.1267;BRL;2022-04-01T23:44:01.399Z;334247.7521;BRL;2017;74067529.9377;BRL;94183114.5058;BRL;10155301.3845;BRL;8874774104787;59207454531927022382319306792183618617887;Cartão de crédito de loja;FINANCIAMENTOS_RURAIS;INDUSTRIALIZACAO;2021-10-08;2022-05-26;2026-10-24;279450.1455;BRL;2028-01-08;QUINZENAL;Informações adicionais sobre periodicidade;2018-06-18;0.7359;SAC;NA;NOMINAL;SIMPLES;AA;30/360;OUTROS_INDEXADORES;TLP;Informações adicionais;0.3511;0.1471;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1982-07-05;DIVORCIADO;NAO_DISPONIVEL;1;1;0;31;11;2022-04-02T12:22:14.847Z;55773752604449;OUTRO;01;ANUAL;3766.7421;BRL;2022-04-01T21:22:52.961Z;209627.4418;BRL;2021;33800715.027;BRL;75337306.8454;BRL;8158926.8137;BRL;9253936578384;21349332807498561281623727552836985362665;Crédito Universitário;FINANCIAMENTOS_IMOBILIARIOS;INDUSTRIALIZACAO;2021-01-05;2021-07-31;2024-09-09;210683.9033;BRL;2026-04-25;SEMANAL;Informações adicionais sobre periodicidade;2020-11-29;0.7027;OUTROS;NA;NOMINAL;SIMPLES;AA;21/252;INDICES_PRECOS;OUTRAS_TAXAS_POS_FIXADAS;Informações adicionais;0.7509;0.4821;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.5536;
1991-12-12;SEPARADO_JUDICIALMENTE;FEMININO;1;1;1;59;15;2022-04-02T04:47:23.008Z;53124288035120;OUTRO;01;TRIMESTRAL;4428.5627;BRL;2022-04-02T19:31:20.469Z;3665.0516;BRL;2018;30561493.5955;BRL;88572394.3603;BRL;9735221.5057;BRL;0670602286239;79001688846136934922346046481376702108902;Crédito renovável misto ou rotativo;FINANCIAMENTOS_IMOBILIARIOS;FINANCIAMENTO_HABITACIONAL_SFH;2021-07-18;2022-03-04;2022-03-22;681921.9475;BRL;2027-01-22;OUTROS;Informações adicionais sobre periodicidade;2021-10-17;0.1274;SAC;NA;NOMINAL;COMPOSTO;AM;30/360;POS_FIXADO;TRFC_PRE;Informações adicionais;0.6099;0.3657;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1992-10-17;SOLTEIRO;NAO_DISPONIVEL;1;1;2;76;11;2022-04-01T20:48:33.732Z;47751876052281;OUTRO;01;SEMANAL;856.0227;BRL;2022-04-01T22:56:54.143Z;325217.0374;BRL;2017;14261509.9786;BRL;17128741.7082;BRL;49594918.511;BRL;8544359503688;99610209200633668716445002609888668836274;Crédito consignado;FINANCIAMENTOS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2019-12-26;2025-03-13;2028-10-29;259760.4954;BRL;2029-11-10;QUINZENAL;Informações adicionais sobre periodicidade;2019-05-23;0.3163;PRICE;NA;EFETIVA;SIMPLES;AM;30/360;PRE_FIXADO;TCR_PRE;Informações adicionais;0.9788;0.7238;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;17128741.7;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1993-11-20;OUTRO;MASCULINO;1;1;0;51;14;2022-04-02T19:03:18.624Z;65342238576360;OUTRO;01;SEM_FREQUENCIA_RENDA_INFORMADA;2532.5975;BRL;2022-04-02T11:09:10.746Z;844416.7916;BRL;2019;78778352.7732;BRL;50656883.896;BRL;83791528.126;BRL;4658989853953;23725856392581813281147106144893471158236;Cartão de crédito de loja;FINANCIAMENTOS_RURAIS;MICROCREDITO;2021-05-09;2025-12-06;2026-01-05;549821.8454;BRL;2029-08-05;QUINZENAL;Informações adicionais sobre periodicidade;2019-04-27;0.8722;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;COMPOSTO;AM;21/252;OUTROS_INDEXADORES;PRE_FIXADO;Informações adicionais;0.6646;0.8418;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.5065;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1975-11-02;CASADO;OUTRO;1;1;0;66;16;2022-04-02T17:55:23.909Z;07632814614250;CBO;01;SEMANAL;3591.3918;BRL;2022-04-02T02:52:32.446Z;12092.1127;BRL;2018;84128786.3078;BRL;71830651.9714;BRL;61532923.2284;BRL;7844672254740;29801829440145553708548962370756044370060;Crédito através de intermediários;FINANCIAMENTOS_RURAIS;INVESTIMENTO;2020-06-17;2020-08-22;2021-04-07;210832.2427;BRL;2026-06-25;ANUAL;Informações adicionais sobre periodicidade;2019-11-24;0.8961;OUTROS;NA;NOMINAL;COMPOSTO;AA;21/252;PRE_FIXADO;OUTROS_INDEXADORES;Informações adicionais;0.2292;0.9306;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.7183;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.3147;
1989-04-28;OUTRO;OUTRO;1;1;0;61;17;2022-04-02T15:01:23.819Z;24535783830870;OUTRO;01;OUTROS;84921.8242;BRL;2022-04-02T04:13:29.799Z;20281.5299;BRL;2018;95281444.0975;BRL;84129822.2676;BRL;3419211.6546;BRL;6818737253830;85749995902006412198460573608937583781401;Crédito por associação;FINANCIAMENTOS_IMOBILIARIOS;INVESTIMENTO;2018-02-19;2018-07-15;2020-07-31;751892.0496;BRL;2028-04-28;OUTROS;Informações adicionais sobre periodicidade;2019-10-21;0.0797;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AM;21/252;INDICES_PRECOS;IGPM;Informações adicionais;0.4266;0.5011;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.8413;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1996-10-20;SOLTEIRO;OUTRO;1;1;0;41;6;2022-04-02T17:51:28.467Z;46461748713237;OUTRO;01;SEMANAL;2820.9005;BRL;2022-04-02T07:39:07.310Z;871951.9809;BRL;2020;77095527.6693;BRL;56422368.1108;BRL;90679310.032;BRL;3303809611670;50221534291628029493572227594774972465030;Cartão de crédito de loja;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_SFH;2021-08-17;2026-05-14;2026-07-27;151326.1851;BRL;2029-10-26;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2018-03-02;0.3127;PRICE;NA;EFETIVA;SIMPLES;AA;30/365;POS_FIXADO;TJLP;Informações adicionais;0.0701;0.0806;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.5642;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1957-03-14;OUTRO;NAO_DISPONIVEL;1;1;2;70;2;2022-04-02T02:57:53.099Z;72372241150220;RECEITA_FEDERAL;01;OUTROS;2114.2172;BRL;2022-04-01T23:10:43.962Z;343871.955;BRL;2018;75051087.1554;BRL;42290115.1863;BRL;27660595.0802;BRL;7182186178502;14280454370702027927650091725391918781233;Crédito direto ao consumidor;FINANCIAMENTOS_IMOBILIARIOS;FINANCIAMENTO_HABITACIONAL_SFH;2019-02-09;2025-03-22;2027-11-11;899070.6845;BRL;2028-06-22;BIMESTRAL;Informações adicionais sobre periodicidade;2021-12-12;0.1841;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AA;30/365;SEM_TIPO_INDEXADOR;CDI;Informações adicionais;0.3263;0.4836;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;PERCENTUAL;;0.4228;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1971-05-28;UNIAO_ESTAVEL;OUTRO;1;1;1;67;5;2022-04-02T04:19:47.250Z;68145531778468;CBO;01;SEM_FREQUENCIA_RENDA_INFORMADA;3982.0644;BRL;2022-04-02T06:32:03.702Z;177035.9856;BRL;2018;4386788.0326;BRL;79643322.0106;BRL;18026750.4392;BRL;7211906682875;23810770587770841897191891293238008106822;Crédito pessoal;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_OUTROS_BENS;2018-09-21;2022-01-02;2026-06-28;684533.2805;BRL;2028-04-29;SEMANAL;Informações adicionais sobre periodicidade;2018-01-10;0.9457;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;COMPOSTO;AA;30/360;SEM_TIPO_INDEXADOR;TRFC_POS;Informações adicionais;0.9713;0.6015;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;79643322.01;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.7625;
1944-09-14;CASADO;NAO_DISPONIVEL;1;1;3;64;12;2022-04-02T14:23:17.378Z;87338285140249;RECEITA_FEDERAL;01;QUINZENAL;2532.806;BRL;2022-04-01T21:53:40.063Z;419447.5251;BRL;2018;20506641.2736;BRL;50661054.1277;BRL;63633045.6745;BRL;6564830153969;46696646429357375218200442948235362150914;Crédito Universitário;FINANCIAMENTOS;INDUSTRIALIZACAO;2020-07-18;2026-10-19;2027-04-15;272890.6432;BRL;2027-07-01;TRIMESTRAL;Informações adicionais sobre periodicidade;2019-07-15;0.5311;SAM;NA;NOMINAL;COMPOSTO;AA;30/365;PRE_FIXADO;IGPM;Informações adicionais;0.8545;0.2172;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;50661054.13;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1956-01-23;SEPARADO_JUDICIALMENTE;MASCULINO;1;1;0;70;0;2022-04-02T12:57:36.446Z;40174373717669;RECEITA_FEDERAL;01;BIMESTRAL;3624.7736;BRL;2022-04-02T12:21:40.501Z;544681.0466;BRL;2018;80628739.5361;BRL;72498221.2976;BRL;82899552.0622;BRL;7075229630823;02007870168848649491360554974412042184084;Crédito com renovação simples;FINANCIAMENTOS_RURAIS;CUSTEIO;2021-04-26;2021-11-30;2023-11-29;92656.4854;BRL;2025-07-16;OUTROS;Informações adicionais sobre periodicidade;2019-12-09;0.3105;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;COMPOSTO;AM;30/365;PRE_FIXADO;OUTROS_INDEXADORES;Informações adicionais;0.7444;0.3647;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;PERCENTUAL;;0.725;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.3944;
1991-12-22;UNIAO_ESTAVEL;OUTRO;1;1;1;43;11;2022-04-02T08:07:34.916Z;17026172686020;OUTRO;01;SEM_FREQUENCIA_RENDA_INFORMADA;3543.272;BRL;2022-04-02T05:20:53.747Z;344066.6401;BRL;2020;29079920.4078;BRL;70868352.1382;BRL;32342687.8106;BRL;5350942786482;81380859472359232390465435893338051253591;Pagamentos quinzenais ou mensais;FINANCIAMENTOS_IMOBILIARIOS;COMERCIALIZACAO;2020-11-01;2023-02-25;2027-03-06;866219.3168;BRL;2028-07-16;QUINZENAL;Informações adicionais sobre periodicidade;2020-02-11;0.3068;SAM;NA;NOMINAL;COMPOSTO;AA;30/360;PRE_FIXADO;SELIC;Informações adicionais;0.0862;0.0623;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.4853;
1956-12-29;CASADO;FEMININO;1;1;0;52;8;2022-04-02T14:59:17.324Z;34535132134764;RECEITA_FEDERAL;01;QUINZENAL;1344.4115;BRL;2022-04-02T16:35:24.536Z;774906.638;BRL;2019;66031726.4004;BRL;26895541.9331;BRL;87145237.2493;BRL;1544323191941;50702102531297174468206316086689383562850;Crédito através de intermediários;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_SFH;2019-01-28;2026-11-07;2028-01-13;84951.0419;BRL;2028-06-02;SEMANAL;Informações adicionais sobre periodicidade;2018-10-19;0.2819;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;SIMPLES;AM;21/252;POS_FIXADO;OUTRAS_TAXAS_FLUTUANTES;Informações adicionais;0.2734;0.9707;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.0643;
1945-03-21;OUTRO;FEMININO;1;1;0;64;11;2022-04-02T15:21:36.264Z;55361243644702;RECEITA_FEDERAL;01;OUTROS;3179.26;BRL;2022-04-02T17:32:48.689Z;884220.6485;BRL;2018;70343443.1193;BRL;63588840.5858;BRL;80093009.0953;BRL;0657180000898;63218750556652969798852492214900996751124;Crédito direto ao consumidor;FINANCIAMENTOS_RURAIS;AQUISICAO_BENS_OUTROS_BENS;2020-07-17;2026-07-07;2028-06-04;298092.9209;BRL;2028-09-16;SEM_PERIODICIDADE_REGULAR;Informações adicionais sobre periodicidade;2020-12-19;0.0335;SAM;NA;EFETIVA;COMPOSTO;AA;30/360;OUTROS_INDEXADORES;OUTRAS_TAXAS_FLUTUANTES;Informações adicionais;0.3917;0.3285;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;FIXO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.3531;
1991-12-02;VIUVO;MASCULINO;1;1;0;25;3;2022-04-02T15:12:20.623Z;30482178085310;OUTRO;01;MENSAL;71.6018;BRL;2022-04-02T13:40:33.990Z;819295.1414;BRL;2021;10436573.4961;BRL;1441893.9724;BRL;86593712.9625;BRL;1142034627091;64939193437586695808419621064064467786739;Crédito Universitário;FINANCIAMENTOS_RURAIS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2021-06-19;2025-08-21;2026-04-09;76275.3686;BRL;2029-07-01;ANUAL;Informações adicionais sobre periodicidade;2018-10-20;0.0623;SEM_SISTEMA_AMORTIZACAO;NA;NOMINAL;COMPOSTO;AM;30/365;OUTROS_INDEXADORES;TJLP;Informações adicionais;0.8553;0.0653;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;1441893.97;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;0.5366;
1955-07-25;VIUVO;MASCULINO;1;1;0;40;10;2022-04-02T18:27:21.360Z;71245258547480;RECEITA_FEDERAL;01;MENSAL;3472.3303;BRL;2022-04-02T10:53:06.386Z;142856.2031;BRL;2020;26178516.9743;BRL;69449660.7408;BRL;37294171.3408;BRL;3350214023062;85412506021905008391251333810023360581420;Pagamentos quinzenais ou mensais;FINANCIAMENTOS_RURAIS;INDUSTRIALIZACAO;2020-10-11;2023-06-21;2025-01-18;98759.7354;BRL;2025-04-23;QUINZENAL;Informações adicionais sobre periodicidade;2019-03-09;0.5779;SAM;NA;EFETIVA;SIMPLES;AA;30/360;PRE_FIXADO;IPCA;Informações adicionais;0.6006;0.6177;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MAXIMO;;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1958-08-08;UNIAO_ESTAVEL;MASCULINO;1;1;4;57;5;2022-04-02T11:13:20.218Z;80444774243558;RECEITA_FEDERAL;01;SEM_FREQUENCIA_RENDA_INFORMADA;3742.3951;BRL;2022-04-02T08:36:04.582Z;414488.4601;BRL;2019;1271107.2082;BRL;74850415.1892;BRL;60348236.145;BRL;5266475300997;45349416615162975311547092263282425593710;Crédito renovável misto ou rotativo;FINANCIAMENTOS;CUSTEIO;2020-05-31;2026-09-14;2027-07-08;624247.7215;BRL;2028-04-14;PERIODICIDADE_NAO_REGULAR;Informações adicionais sobre periodicidade;2019-09-27;0.7582;SEM_SISTEMA_AMORTIZACAO;NA;EFETIVA;SIMPLES;AA;30/365;INDICES_PRECOS;OUTROS_INDICES_PRECO;Informações adicionais;0.1976;0.7587;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;UNICA;MINIMO;74850415.19;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
1984-07-02;SOLTEIRO;MASCULINO;1;1;4;64;16;2022-04-02T04:31:04.429Z;38834511764807;OUTRO;01;DIARIA;2299.2458;BRL;2022-04-02T11:01:49.270Z;465907.0714;BRL;2018;21189502.144;BRL;45990316.4597;BRL;39487912.3306;BRL;6726410591833;18479287412746599221265206661689367153435;Pagamentos quinzenais ou mensais;FINANCIAMENTOS;FINANCIAMENTO_HABITACIONAL_EXCETO_SFH;2019-07-31;2027-06-05;2028-06-03;109237.4628;BRL;2029-08-04;SEMANAL;Informações adicionais sobre periodicidade;2020-11-25;0.1108;OUTROS;NA;EFETIVA;COMPOSTO;AA;30/360;POS_FIXADO;IGPM;Informações adicionais;0.567;0.1929;Informações adicionais;Excesso em Conta;EXCESSO_CONTA;POR_PARCELA;MINIMO;45990316.46;;JUROS_REMUNERATORIOS_POR_ATRASO;Informações adicionais sobre encargos.;;
